B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00001928	001946	鹿港	館內架上		一般圖書			V7		"本館藏書	"				92-04-16
00001929	001947	台南歷史散步-上	報廢		一般圖書			V9		"本館藏書	"				92-04-16
00001930	001948	台南歷史散步-下	館內架上		一般圖書			V10		"本館藏書	"				92-04-16
00001931	001949	家庭園藝  第一輯	報廢		一般圖書			V1		"本館藏書	"				92-04-17
00001932	001950	家庭園藝  第二輯	報廢		一般圖書			V2		"本館藏書	"				92-04-17
00001933	001951	家庭園藝  第三輯	報廢		一般圖書			V3		"本館藏書	"				92-04-17
00001934	001952	家庭園藝  第四輯	報廢		一般圖書			V4		"本館藏書	"				92-04-17
00001935	001953	家庭園藝  第五輯	報廢		一般圖書			V5		"本館藏書	"				92-04-17
00001936	001954	家庭園藝  第六輯	報廢		一般圖書			V6		"本館藏書	"				92-04-17
00001937	001955	家庭園藝  第七輯	報廢		一般圖書			V7		"本館藏書	"				92-04-17
00001938	001956	家庭園藝  第八輯	報廢		一般圖書			V8		"本館藏書	"				92-04-17
00001939	001957	家庭園藝  第十輯	報廢		一般圖書			V10		"本館藏書	"				92-04-17
00001940	001958	景觀植物	報廢		一般圖書			V1		"本館藏書	"				92-04-17
00001941	001959	景觀植物	報廢		一般圖書			V2		"本館藏書	"				92-04-17
00001942	001960	景觀植物	報廢		一般圖書			V3		"本館藏書	"				92-04-17
00001943	001961	景觀植物	報廢		一般圖書			V4		"本館藏書	"				92-04-17
00001944	001962	景觀植物	報廢		一般圖書			V5		"本館藏書	"				92-04-17
00001945	001963	景觀植物	報廢		一般圖書			V6		"本館藏書	"				92-04-17
00001946	001964	我在海洋裡	報廢		一般圖書			V2c1		"本館藏書	"				92-04-17
00001947	001965	我在森林裡	報廢		一般圖書			V1c1		"本館藏書	"				92-04-17
00001948	001966	我在森林裡	報廢		一般圖書			V1c2		"本館藏書	"				92-04-17
00001949	001967	我在河湖裡	報廢		一般圖書			V4c1		"本館藏書	"				92-04-17
00001950	001968	協助河湖裡	報廢		一般圖書			V4c2		"本館藏書	"				92-04-17
00001951	001969	我在叢林裡	報廢		一般圖書			V3c1		"本館藏書	"				92-04-17
00001952	001970	我在叢林裡	報廢		一般圖書			V3c2		"本館藏書	"				92-04-17
00001953	001971	數學遊戲	館內架上		一般圖書			V1c1		"本館藏書	"				92-04-17
00001954	001972	數學遊戲	報廢		一般圖書			V1c2		"本館藏書	"				92-04-17
00001955	001973	數學遊戲	報廢		一般圖書			V1c3		"本館藏書	"				92-04-17
00001956	001974	數學遊戲	報廢		一般圖書			V1c4		"本館藏書	"				92-04-17
00001957	001975	數學遊戲	報廢		一般圖書			V1c5		"本館藏書	"				92-04-17
00001958	001976	數學遊戲	報廢		一般圖書			V1c6		"本館藏書	"				92-04-17
00001959	001978	台灣諺語的智慧	館內架上		一般圖書			V1		"本館藏書	"				92-04-17
00001960	001979	台灣諺語的智慧	館內架上		一般圖書			V2		"本館藏書	"				92-04-17
00001961	001980	台灣諺語的智慧	館內架上		一般圖書			V4		"本館藏書	"				92-04-17
00001962	001981	台灣諺語的智慧	館內架上		一般圖書			V3		"本館藏書	"				92-04-17
00001963	001982	台灣諺語的智慧	館內架上		一般圖書			V5		"本館藏書	"				92-04-17
00001964	001983	台灣諺語的智慧	館內架上		一般圖書			V6		"本館藏書	"				92-04-17
00001965	001984	台灣諺語的智慧	館內架上		一般圖書			V7		"本館藏書	"				92-04-18
00001966	001985	台灣諺語的智慧	館內架上		一般圖書			V8		"本館藏書	"				92-04-18
00001967	001986	台灣民間傳奇	館內架上		一般圖書			V1		"本館藏書	"				92-04-18
00001968	001987	台灣民間傳奇	館內架上		一般圖書			V2		"本館藏書	"				92-04-18
00001969	001988	台灣民間傳奇	館內架上		一般圖書			V3		"本館藏書	"				92-04-18
00001970	001989	台灣民間傳奇	館內架上		一般圖書			V4		"本館藏書	"				92-04-18
00001971	001990	台灣民間傳奇	館內架上		一般圖書			V5		"本館藏書	"				92-04-18
00001972	001991	台灣民間傳奇	館內架上		一般圖書			V6		"本館藏書	"				92-04-18
00001973	001992	台灣民間傳奇	館內架上		一般圖書			V7		"本館藏書	"				92-04-18
00001974	001993	台灣民間傳奇	館內架上		一般圖書			V8		"本館藏書	"				92-04-18
00001975	001994	台灣民間傳奇	館內架上		一般圖書			V9		"本館藏書	"				92-04-18
00001976	001995	台灣民間傳奇	館內架上		一般圖書			V10		"本館藏書	"				92-04-18
00001977	001996	台灣民間傳奇	館內架上		一般圖書			V11		"本館藏書	"				92-04-18
00001978	001997	台灣民間傳奇	館內架上		一般圖書			V12		"本館藏書	"				92-04-18
00001979	001998	夢幻湖傳奇	報廢		一般圖書			C4		"本館藏書	"				92-04-18
00001980	001998	夢幻湖傳奇	館內架上		一般圖書			C1		"本館藏書	"				92-04-18
00001981	001998	夢幻湖傳奇	報廢		一般圖書			C2		"本館藏書	"				92-04-18
00001982	001998	夢幻湖傳奇	報廢		一般圖書			C3		"本館藏書	"				92-04-18
00001983	001999	蛙	館內架上		一般圖書			C5		"本館藏書	"				92-04-18
00001984	001999	蛙	館內架上		一般圖書			C1		"本館藏書	"				92-04-18
00001985	001999	蛙	館內架上		一般圖書			C2		"本館藏書	"				92-04-18
00001986	001999	蛙	館內架上		一般圖書			C3		"本館藏書	"				92-04-18
00001987	001999	蛙	館內架上		一般圖書			C4		"本館藏書	"				92-04-18
00001988	002000	望遠鏡裡的精靈	館內架上		一般圖書			V1		"本館藏書	"				92-04-18
00001989	002001	台灣鳥類展史	館內架上		一般圖書			V2		"本館藏書	"				92-04-18
00001990	002002	水雉	館內架上		一般圖書			V3		"本館藏書	"				92-04-18
00001991	002003	綠色童年	館內架上		一般圖書			V4		"本館藏書	"				92-04-18
00001992	002004	海闊天空開放教育	館內架上		一般圖書			V1		"本館藏書	"				92-04-18
00001993	002005	海闊天空開放教育	館內架上		一般圖書			V2		"本館藏書	"				92-04-18
00001994	002006	海闊天空開放教育	館內架上		一般圖書			V3		"本館藏書	"				92-04-18
00001995	002007	海闊天空開放教育	館內架上		一般圖書			V4		"本館藏書	"				92-04-18
00001996	002008	海闊天空開放教育	館內架上		一般圖書			V5		"本館藏書	"				92-04-18
00001997	002009	海闊天空開放教育	館內架上		一般圖書			V6		"本館藏書	"				92-04-18
00001998	002010	海闊天空開放教育	館內架上		一般圖書			V7		"本館藏書	"				92-04-18
00002010	002011	怪醫黑傑克	報廢		一般圖書			V1		"本館藏書	"				92-04-21
00002011	002012	怪醫黑傑克	報廢		一般圖書			V2		"本館藏書	"				92-04-21
00002012	002013	怪醫黑傑克	報廢		一般圖書			V3		"本館藏書	"				92-04-21
00002013	002014	怪醫黑傑克	報廢		一般圖書			V4		"本館藏書	"				92-04-21
00002014	002015	怪醫黑傑克	報廢		一般圖書			V5		"本館藏書	"				92-04-21
00002015	002016	怪醫黑傑克	報廢		一般圖書			V6		"本館藏書	"				92-04-21
00002016	002017	怪醫黑傑克	報廢		一般圖書			V7		"本館藏書	"				92-04-21
00002017	002018	怪醫黑傑克	報廢		一般圖書			V8		"本館藏書	"				92-04-21
00002018	002019	怪醫黑傑克	報廢		一般圖書			V9		"本館藏書	"				92-04-21
00002019	002020	怪醫黑傑克	報廢		一般圖書			V10		"本館藏書	"				92-04-21
00002020	002021	怪醫黑傑克	報廢		一般圖書			V11		"本館藏書	"				92-04-21
00002021	002022	怪醫黑傑克	報廢		一般圖書			V12		"本館藏書	"				92-04-21
00002022	002023	怪醫黑傑克	報廢		一般圖書			V13		"本館藏書	"				92-04-21
00002023	002024	怪醫黑傑克	報廢		一般圖書			V14		"本館藏書	"				92-04-21
00002024	002025	怪醫黑傑克	報廢		一般圖書			V15		"本館藏書	"				92-04-21
00002025	002026	怪醫黑傑克	報廢		一般圖書			V16		"本館藏書	"				92-04-21
00002026	002027	怪醫黑傑克	報廢		一般圖書			V17		"本館藏書	"				92-04-21
00002027	002028	怪醫黑傑克	報廢		一般圖書			V18		"本館藏書	"				92-04-21
00002028	002029	怪醫黑傑克	報廢		一般圖書			V19		"本館藏書	"				92-04-21
00002029	002030	怪醫黑傑克	報廢		一般圖書			V20		"本館藏書	"				92-04-21
00002030	002031	怪醫黑傑克	報廢		一般圖書			V22		"本館藏書	"				92-04-21
00002031	002032	名偵探柯南	報廢		一般圖書			V1		"本館藏書	"				92-04-21
00002032	002033	名偵探柯南	報廢		一般圖書			V2		"本館藏書	"				92-04-21
00002033	002034	名偵探柯南	報廢		一般圖書			V4		"本館藏書	"				92-04-21
00002034	002035	名偵探柯南	報廢		一般圖書			V7		"本館藏書	"				92-04-21
00002035	002036	名偵探柯南	報廢		一般圖書			V8		"本館藏書	"				92-04-21
00002036	002037	名偵探柯南	報廢		一般圖書			V9		"本館藏書	"				92-04-21
00002037	002038	名偵探柯南	報廢		一般圖書			V10		"本館藏書	"				92-04-21
00002038	002039	名偵探柯南	報廢		一般圖書			V12		"本館藏書	"				92-04-21
00002039	002040	名偵探柯南	報廢		一般圖書			V13		"本館藏書	"				92-04-21
00002040	002041	名偵探柯南	報廢		一般圖書			V14		"本館藏書	"				92-04-21
00002041	002042	名偵探柯南	報廢		一般圖書			V15		"本館藏書	"				92-04-21
00002042	002043	名偵探柯南	報廢		一般圖書			V16		"本館藏書	"				92-04-21
00002043	002044	名偵探柯南	報廢		一般圖書			V17		"本館藏書	"				92-04-21
00002044	002045	名偵探柯南	報廢		一般圖書			V18		"本館藏書	"				92-04-21
00002045	002046	名偵探柯南	報廢		一般圖書			V19		"本館藏書	"				92-04-21
00002046	002047	名偵探柯南	報廢		一般圖書			V20		"本館藏書	"				92-04-21
00002047	002048	名偵探柯南	報廢		一般圖書			V21		"本館藏書	"				92-04-21
00002048	002049	名偵探柯南	報廢		一般圖書			V22		"本館藏書	"				92-04-21
00002049	002050	名偵探柯南	報廢		一般圖書			V23		"本館藏書	"				92-04-21
00002050	002051	名偵探柯南	報廢		一般圖書			V24		"本館藏書	"				92-04-21
00002051	002052	名偵探柯南	報廢		一般圖書			V25		"本館藏書	"				92-04-21
00002052	002053	名偵探柯南	報廢		一般圖書			V26		"本館藏書	"				92-04-21
00002053	002054	名偵探柯南	報廢		一般圖書			V27		"本館藏書	"				92-04-21
00002054	002055	陸皓東	報廢		一般圖書			V1		"本館藏書	"				92-04-21
00002055	002056	史堅如	報廢		一般圖書			V2		"本館藏書	"				92-04-21
00002056	002057	鄒容	報廢		一般圖書			V3		"本館藏書	"				92-04-21
00002057	002058	林覺民	報廢		一般圖書			V7		"本館藏書	"				92-04-21
00002058	002059	吳樾	報廢		一般圖書			V4		"本館藏書	"				92-04-21
00002059	002060	秋瑾	報廢		一般圖書			V6		"本館藏書	"				92-04-21
00002060	002061	徐錫麟	報廢		一般圖書			V5		"本館藏書	"				92-04-21
00002061	002062	喻培倫	報廢		一般圖書			V8		"本館藏書	"				92-04-21
00002062	002064	溫生才	報廢		一般圖書			V9		"本館藏書	"				92-04-22
00002063	002065	彭家珍	報廢		一般圖書			V10		"本館藏書	"				92-04-22
00002064	002066	陳其美	報廢		一般圖書			V11		"本館藏書	"				92-04-22
00002065	002067	丹山草欲燃	報廢		一般圖書			c3		"本館藏書	"				92-04-22
00002066	002067	丹山草欲燃	報廢		一般圖書			C1		"本館藏書	"				92-04-22
00002067	002067	丹山草欲燃	報廢		一般圖書			C2		"本館藏書	"				92-04-22
00002068	002069	名偵探柯南	報廢		一般圖書			V5		"本館藏書	"				92-04-23
00002069	002070	頑固的小驢子	報廢		一般圖書			V8		"本館藏書	"				92-04-23
00002070	002071	雪地裡的白朋友	報廢		一般圖書			V9		"本館藏書	"				92-04-23
00002071	002072	小棕熊交朋友	報廢		一般圖書			V15		"本館藏書	"				92-04-23
00002072	002073	妙妙不是懶惰蟲	館內架上		一般圖書			V7		"本館藏書	"				92-04-23
00002073	002074	不愛睡覺的小土撥鼠	報廢		一般圖書			V4		"本館藏書	"				92-04-24
00002074	002075	小鴨子劈啪劈啪	報廢		一般圖書			V11		"本館藏書	"				92-04-24
00002075	002076	小蜜蜂學做工	報廢		一般圖書			V10		"本館藏書	"				92-04-24
00002076	002077	勇敢的小狗	報廢		一般圖書			V12		"本館藏書	"				92-04-24
00002077	002078	小烏龜找房子	報廢		一般圖書			V14		"本館藏書	"				92-04-24
00002078	002079	小河狸愛築巢	報廢		一般圖書			V1		"本館藏書	"				92-04-24
00002079	002080	小兔子找表哥	館內架上		一般圖書			V18		"本館藏書	"				92-04-24
00002080	002081	黑毛小狐	報廢		一般圖書			V16		"本館藏書	"				92-04-24
