B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00001617	001665	發現科學-追蹤動物	館內架上		一般圖書			V20		"本館藏書	"				92-03-27
00001618	001666	發現科學-認識科學	館內架上		一般圖書			V14		"本館藏書	"				92-03-28
00001619	001667	發現科學-探索星空	館內架上		一般圖書			V22		"本館藏書	"				92-03-28
00001620	001668	發現科學-採集岩石	館內架上		一般圖書			V18		"本館藏書	"				92-03-28
00001621	001669	發現科學-愛護環境	館內架上		一般圖書			V17		"本館藏書	"				92-03-28
00001622	001670	揭開地球的奧秘	館內架上		一般圖書			V1		"本館藏書	"				92-03-28
00001623	001671	揭開自然的奧秘	館內架上		一般圖書			V2		"本館藏書	"				92-03-28
00001624	001672	揭開科學的奧秘	館內架上		一般圖書			V3		"本館藏書	"				92-03-28
00001625	001673	新編十萬個為什麼	報廢		一般圖書			V1		"本館藏書	"				92-03-28
00001626	001674	新編十萬個為什麼	報廢		一般圖書			V2		"本館藏書	"				92-03-28
00001627	001675	新編十萬個為什麼	報廢		一般圖書			V4		"本館藏書	"				92-03-28
00001628	001676	新編十萬個為什麼	報廢		一般圖書			V5		"本館藏書	"				92-03-28
00001629	001677	新編十萬個為什麼	報廢		一般圖書			V6		"本館藏書	"				92-03-28
00001630	001678	新編十萬個為什麼	報廢		一般圖書			V7		"本館藏書	"				92-03-28
00001631	001679	新編十萬個為什麼	報廢		一般圖書			V8		"本館藏書	"				92-03-28
00001632	001680	新編十萬個為什麼	報廢		一般圖書			V9		"本館藏書	"				92-03-28
00001633	001681	新編十萬個為什麼	報廢		一般圖書			V10		"本館藏書	"				92-03-28
00001634	001682	新編十萬個為什麼	報廢		一般圖書			V11		"本館藏書	"				92-03-28
00001635	001683	新編十萬個為什麼	報廢		一般圖書			V12		"本館藏書	"				92-03-28
00001636	000208	台灣1億5000萬年之謎	館內架上		一般圖書			V1		"本館藏書	"				92-03-28
00001637	001684	窮人逃債.阿凡和黃鼠狼	報廢		一般圖書			V1		"本館藏書	"				92-03-28
00001638	001685	半個銅錢.水中撈月	報廢		一般圖書			V2		"本館藏書	"				92-04-01
00001639	001686	王大寶買東西.不簡單先生	報廢		一般圖書			V3		"本館藏書	"				92-04-01
00001640	001687	睡半張床的人.陶器師傅	報廢		一般圖書			V4		"本館藏書	"				92-04-01
00001641	001688	多多的羊.只要蓋三樓	報廢		一般圖書			V5		"本館藏書	"				92-04-01
00001642	001689	甘蔗汁澆甘蔗.好味道變苦味道	報廢		一般圖書			V6		"本館藏書	"				92-04-01
00001643	001690	兩兄弟.大呆吹牛	報廢		一般圖書			V7		"本館藏書	"				92-04-01
00001644	001691	遇鬼記.好吃的梨	報廢		一般圖書			V8		"本館藏書	"				92-04-01
00001645	001692	阿威和強盜.花鴿子與灰鴿子	報廢		一般圖書			V9		"本館藏書	"				92-04-01
00001646	001693	誰是大笨蛋.小猴子認爸爸	報廢		一般圖書			V10		"本館藏書	"				92-04-01
00001647	001694	偷牛奶的人.猴子扔豆子	報廢		一般圖書			V11		"本館藏書	"				92-04-01
00001648	001695	只要吃半個.小黃狗種饅頭	報廢		一般圖書			V12		"本館藏書	"				92-04-01
00001649	001696	大西瓜.阿土伯種麥	報廢		一般圖書			V13		"本館藏書	"				92-04-01
00001650	001697	半夜鬼推鬼.小白和小烏龜	報廢		一般圖書			V14		"本館藏書	"				92-04-01
00001651	001699	阿土和駱駝.蔡寶不洗澡	報廢		一般圖書			V15		"本館藏書	"				92-04-01
00001652	001700	看門的人.砍樹摘果子	報廢		一般圖書			V16		"本館藏書	"				92-04-01
00001653	001701	愚人擠驢奶.顛三和倒四	報廢		一般圖書			V17		"本館藏書	"				92-04-01
00001654	001702	分大餅.最寶貴的東西	報廢		一般圖書			V18		"本館藏書	"				92-04-01
00001655	001703	黑馬變白馬	報廢		一般圖書			V19		"本館藏書	"				92-04-01
00001656	001704	樂昏了頭.沒腦袋的阿福	報廢		一般圖書			V20		"本館藏書	"				92-04-01
00001657	001705	手球	館內架上		一般圖書			V2		"本館藏書	"				92-04-01
00001658	001706	棒壘球	館內架上		一般圖書			V3		"本館藏書	"				92-04-01
00001659	001707	羽球	館內架上		一般圖書			V4		"本館藏書	"				92-04-01
00001660	001708	舞蹈	館內架上		一般圖書			V5		"本館藏書	"				92-04-01
00001661	001709	籃球	館內架上		一般圖書			V6		"本館藏書	"				92-04-01
00001662	001710	高爾夫球	館內架上		一般圖書			V7		"本館藏書	"				92-04-01
00001663	001711	桌球	館內架上		一般圖書			V9		"本館藏書	"				92-04-01
00001664	001712	體育常識	館內架上		一般圖書			V8		"本館藏書	"				92-04-04
00001665	001713	足球	館內架上		一般圖書			V10		"本館藏書	"				92-04-04
00001666	001714	武術	館內架上		一般圖書			V11		"本館藏書	"				92-04-04
00001667	001715	橄欖球	館內架上		一般圖書			V12		"本館藏書	"				92-04-04
00001668	001716	體操	館內架上		一般圖書			V14		"本館藏書	"				92-04-04
00001669	001717	其他類	館內架上		一般圖書			V15		"本館藏書	"				92-04-04
00001670	001718	合球	館內架上		一般圖書			V16		"本館藏書	"				92-04-04
00001671	001719	游泳	館內架上		一般圖書			V17		"本館藏書	"				92-04-04
00001672	001720	田徑	館內架上		一般圖書			V18		"本館藏書	"				92-04-04
00001673	001721	網球	館內架上		一般圖書			V19		"本館藏書	"				92-04-04
00001674	001722	採訪蜜蜂王國	報廢		一般圖書			V1		"本館藏書	"				92-04-04
00001675	001723	章魚大鬧海底	報廢		一般圖書			V2		"本館藏書	"				92-04-04
00001676	001724	大雨來了	報廢		一般圖書			V3		"本館藏書	"				92-04-04
00001677	001725	小機器人醫生	報廢		一般圖書			V4		"本館藏書	"				92-04-04
00001678	001726	小螞蟻歷險記	報廢		一般圖書			V5		"本館藏書	"				92-04-04
00001679	001727	這是誰的腳印	報廢		一般圖書			V6		"本館藏書	"				92-04-04
00001680	001728	高矮一樣好	報廢		一般圖書			V7		"本館藏書	"				92-04-04
00001681	001729	布娃娃找房子	報廢		一般圖書			V8		"本館藏書	"				92-04-04
00001682	001730	獵鼠特攻隊	報廢		一般圖書			V9		"本館藏書	"				92-04-04
00001683	001731	章魚探長	報廢		一般圖書			V10		"本館藏書	"				92-04-04
00001684	000694	波波找新家	報廢		一般圖書			V10C2		"本館藏書	"				92-04-04
00001685	000685	嘟嘟不見了	報廢		一般圖書			V1C2		"本館藏書	"				92-04-04
00001686	000691	皮皮交新朋友	報廢		一般圖書			v7C2		"本館藏書	"				92-04-04
00001687	001733	一封溫馨的信	報廢		一般圖書			V1		"本館藏書	"				92-04-04
00001688	001734	聖誕老公公的禮物	報廢		一般圖書			V2		"本館藏書	"				92-04-04
00001689	001735	表哥的大草帽	報廢		一般圖書			V3		"本館藏書	"				92-04-04
00001690	001736	不一樣的野餐	報廢		一般圖書			V4		"本館藏書	"				92-04-04
00001691	001737	歡迎新朋友	報廢		一般圖書			V5		"本館藏書	"				92-04-04
00001692	001738	上古時代	館內架上		一般圖書			V1		"本館藏書	"				92-04-07
00001693	001739	古典時代	館內架上		一般圖書			V2		"本館藏書	"				92-04-07
00001694	001740	黑暗時代	館內架上		一般圖書			V3		"本館藏書	"				92-04-07
00001695	001741	中古時代	館內架上		一般圖書			V4		"本館藏書	"				92-04-07
00001696	001742	文藝復興時代	館內架上		一般圖書			V5		"本館藏書	"				92-04-07
00001697	001743	貿易與帝國	館內架上		一般圖書			V6		"本館藏書	"				92-04-07
00001698	001744	革命與獨立	館內架上		一般圖書			V7		"本館藏書	"				92-04-07
00001699	001745	統一與殖民	館內架上		一般圖書			V8		"本館藏書	"				92-04-07
00001700	001746	世界大戰	館內架上		一般圖書			V9		"本館藏書	"				92-04-07
00001701	001747	現代世界	館內架上		一般圖書			V10		"本館藏書	"				92-04-07
00001702	001748	東歐洲之旅	報廢		一般圖書			V2		"本館藏書	"				92-04-07
00001703	001749	南東歐洲之旅	報廢		一般圖書			V4		"本館藏書	"				92-04-07
00001704	001750	北東歐洲之旅	報廢		一般圖書			V5		"本館藏書	"				92-04-07
00001705	001751	東南亞之旅	報廢		一般圖書			V6		"本館藏書	"				92-04-07
00001706	001752	東北亞之旅	報廢		一般圖書			V7		"本館藏書	"				92-04-07
00001707	001753	西南亞之旅	報廢		一般圖書			V8		"本館藏書	"				92-04-07
00001708	001754	非洲之旅	報廢		一般圖書			V9		"本館藏書	"				92-04-07
00001709	001755	拉丁美洲之旅	報廢		一般圖書			V11		"本館藏書	"				92-04-07
00001710	001756	奇妙的昆蟲世界	館內架上		一般圖書			V1		"本館藏書	"				92-04-07
00001711	001757	奇妙的動物世界	館內架上		一般圖書			V2		"本館藏書	"				92-04-07
00001712	001758	不可思議的鳥類	館內架上		一般圖書			V3		"本館藏書	"				92-04-07
00001713	001759	奇妙的水中生物	館內架上		一般圖書			V4		"本館藏書	"				92-04-07
00001714	001761	花草的神奇奧妙	館內架上		一般圖書			V6		"本館藏書	"				92-04-07
00001715	001762	山野花草的傳奇	館內架上		一般圖書			V7		"本館藏書	"				92-04-07
00001716	001763	樹木生長與奧秘	館內架上		一般圖書			V8		"本館藏書	"				92-04-07
00001717	001764	季節與生物世界	館內架上		一般圖書			V9		"本館藏書	"				92-04-07
00001718	001765	人體奧秘的探索	館內架上		一般圖書			V10		"本館藏書	"				92-04-07
00001719	001766	鏡花緣	報廢		一般圖書			V1		"本館藏書	"				92-04-10
00001720	001767	聊齋誌異	館內架上		一般圖書			V2		"本館藏書	"				92-04-10
00001721	001768	今古奇觀	報廢		一般圖書			V3c1		"本館藏書	"				92-04-10
00001722	001768	今古奇觀	館內架上		一般圖書			V3C2		"本館藏書	"				92-04-10
00001723	001769	封神傳	館內架上		一般圖書			V4		"本館藏書	"				92-04-10
00001724	001770	濟公傳-上	館內架上		一般圖書			V5c2		"本館藏書	"				92-04-10
00001725	001770	濟公傳-上	館內架上		一般圖書			V5C1		"本館藏書	"				92-04-10
00001726	001771	濟公傳-下	館內架上		一般圖書			V6c2		"本館藏書	"				92-04-10
00001727	001772	白蛇傳	館內架上		一般圖書			V7c2		"本館藏書	"				92-04-10
00001728	001772	白蛇傳	館內架上		一般圖書			V7C1		"本館藏書	"				92-04-10
00001729	001773	七俠五傳	館內架上		一般圖書			V11c2		"本館藏書	"				92-04-10
00001730	001771	濟公傳-下	館內架上		一般圖書			V6C1		"本館藏書	"				92-04-10
00001731	001774	兒女英雄傳	報廢		一般圖書			V9c2		"本館藏書	"				92-04-10
00001732	001774	兒女英雄傳	館內架上		一般圖書			V9C1		"本館藏書	"				92-04-10
00001733	001775	西遊記	館內架上		一般圖書			V8c2		"本館藏書	"				92-04-10
00001734	001773	七俠五傳	館內架上		一般圖書			V11C1		"本館藏書	"				92-04-10
00001735	001775	西遊記	館內架上		一般圖書			V8C1		"本館藏書	"				92-04-10
00001736	001776	小五義-上	館內架上		一般圖書			V12c2		"本館藏書	"				92-04-10
00001737	001776	小五義-上	館內架上	一般館藏	一般圖書			V12C1		"本館藏書	"				92-04-10
00001738	001777	小五義-下	館內架上		一般圖書			V13c2		"本館藏書	"				92-04-10
00001739	001777	小五義-下	館內架上		一般圖書			V13C1		"本館藏書	"				92-04-10
00001740	001778	乾隆遊江南	報廢		一般圖書			V14c2		"本館藏書	"				92-04-10
00001741	001778	乾隆遊江南	館內架上		一般圖書			V14C1		"本館藏書	"				92-04-10
00001742	001779	薛仁貴征東	館內架上		一般圖書			V15c2		"本館藏書	"				92-04-10
00001743	001779	薛仁貴征東	館內架上		一般圖書			V15C1		"本館藏書	"				92-04-10
00001744	001780	薛丁山征西	館內架上		一般圖書			V16c2		"本館藏書	"				92-04-10
00001745	001780	薛丁山征西	館內架上		一般圖書			V16C1		"本館藏書	"				92-04-10
00001746	001781	薛剛鬧花燈	館內架上		一般圖書			V17c2		"本館藏書	"				92-04-10
00001747	001781	薛剛鬧花燈	館內架上		一般圖書			V17C1		"本館藏書	"				92-04-10
00001748	001782	花木蘭	館內架上		一般圖書			V18c2		"本館藏書	"				92-04-10
00001749	001782	花木蘭	館內架上		一般圖書			V18C1		"本館藏書	"				92-04-10
00001750	001783	王昭君	報廢		一般圖書			V19c2		"本館藏書	"				92-04-10
00001751	001783	王昭君	館內架上		一般圖書			V19C1		"本館藏書	"				92-04-10
00001752	001784	楊家將	館內架上		一般圖書			V20c2		"本館藏書	"				92-04-10
00001753	001784	楊家將	館內架上		一般圖書			V20C1		"本館藏書	"				92-04-10
00001754	001785	三國演義-上	館內架上		一般圖書			V21c2		"本館藏書	"				92-04-10
00001755	001785	三國演義-上	報廢		一般圖書			V21C1		"本館藏書	"				92-04-10
00001756	001786	三國演義- 下	館內架上		一般圖書			V22c2		"本館藏書	"				92-04-10
00001757	001786	三國演義- 下	館內架上		一般圖書			V22C1		"本館藏書	"				92-04-10
00001758	001787	中國神話	館內架上		一般圖書			V23c2		"本館藏書	"				92-04-10
00001759	001787	中國神話	館內架上		一般圖書			V23C1		"本館藏書	"				92-04-10
00001760	001788	大明英烈傳	館內架上		一般圖書			V24c2		"本館藏書	"				92-04-10
00001761	001788	大明英烈傳	館內架上		一般圖書			V24C1		"本館藏書	"				92-04-10
00001762	001789	鄭和下西洋	館內架上		一般圖書			V25c2		"本館藏書	"				92-04-10
00001763	001789	鄭和下西洋	館內架上		一般圖書			V25C1		"本館藏書	"				92-04-10
00001764	001790	清官海瑞	館內架上		一般圖書			V26c2		"本館藏書	"				92-04-10
00001765	001790	清官海瑞	館內架上		一般圖書			V26C1		"本館藏書	"				92-04-10
00001766	001791	刺客列傳	報廢		一般圖書			V27c2		"本館藏書	"				92-04-10
00001767	001791	刺客列傳	館內架上		一般圖書			V27C1		"本館藏書	"				92-04-10
00001768	001792	滑稽列傳	館內架上		一般圖書			V28c2		"本館藏書	"				92-04-10
00001769	001792	滑稽列傳	館內架上		一般圖書			V28C1		"本館藏書	"				92-04-10
00001770	001793	儒林外史	館內架上		一般圖書			V29c2		"本館藏書	"				92-04-10
00001771	001793	儒林外史	館內架上		一般圖書			V29C1		"本館藏書	"				92-04-10
00001772	001794	唐人傳奇	報廢		一般圖書			V30c2		"本館藏書	"				92-04-10
00001773	001794	唐人傳奇	館內架上		一般圖書			V30C1		"本館藏書	"				92-04-10
00001774	001795	產業台灣人	報廢		一般圖書			V7		"本館藏書	"				92-04-11
00001775	001796	文學台灣人	館內架上		一般圖書			V6		"本館藏書	"				92-04-11
00001776	001797	台灣原住民	館內架上		一般圖書			V5		"本館藏書	"				92-04-11
00001777	001798	鬥陣台灣人	館內架上		一般圖書			V4		"本館藏書	"				92-04-11
00001778	001799	在野台灣人	館內架上		一般圖書			V3		"本館藏書	"				92-04-11
00001779	001800	台灣心女人	館內架上		一般圖書			V2		"本館藏書	"				92-04-11
00001780	001801	正港台灣人	館內架上		一般圖書			V1		"本館藏書	"				92-04-11
00001781	001802	春秋戰國五百年	報廢		一般圖書			V1		"本館藏書	"				92-04-11
00001782	001803	春秋戰國五百年	報廢		一般圖書			V2		"本館藏書	"				92-04-11
00001783	001804	春秋戰國五百年	報廢		一般圖書			V3		"本館藏書	"				92-04-11
00001784	001805	春秋戰國五百年	報廢		一般圖書			V4		"本館藏書	"				92-04-11
00001785	001806	春秋戰國五百年	報廢		一般圖書			V5		"本館藏書	"				92-04-11
00001786	001807	春秋戰國五百年	報廢		一般圖書			V6		"本館藏書	"				92-04-11
00001787	001808	春秋戰國五百年	報廢		一般圖書			V7		"本館藏書	"				92-04-11
00001788	001809	春秋戰國五百年	報廢		一般圖書			V8		"本館藏書	"				92-04-11
00001789	001810	鐘樓怪人	報廢		一般圖書			V1		"本館藏書	"				92-04-11
00001790	001811	小公主	館內架上		一般圖書			V22		"本館藏書	"				92-04-11
00001791	001812	小公子	館內架上		一般圖書			V34		"本館藏書	"				92-04-11
00001792	001813	倫敦塔	館內架上		一般圖書			V35		"本館藏書	"				92-04-11
00001793	001814	杜立德醫生	館內架上		一般圖書			V47		"本館藏書	"				92-04-11
00001794	001815	傲慢與偏見	館內架上		一般圖書			V53		"本館藏書	"				92-04-11
00001795	001816	每日一字	報廢		一般圖書					"本館藏書	"				92-04-11
00001796	001817	每日一字	報廢		一般圖書			V1		"本館藏書	"				92-04-11
00001797	001818	每日一字	報廢		一般圖書			V2		"本館藏書	"				92-04-11
00001798	001819	每日一字	報廢		一般圖書			V3		"本館藏書	"				92-04-11
00001799	001820	每日一字	報廢		一般圖書			V4		"本館藏書	"				92-04-11
00001800	001821	每日一字	報廢		一般圖書			V5		"本館藏書	"				92-04-11
00001801	001822	每日一字	報廢		一般圖書			V6		"本館藏書	"				92-04-11
00001802	001823	每日一字	報廢		一般圖書			V7		"本館藏書	"				92-04-11
00001803	001824	每日一字	報廢		一般圖書			V8		"本館藏書	"				92-04-11
00001804	001825	每日一字	報廢		一般圖書			V9		"本館藏書	"				92-04-11
00001805	001826	每日一字	報廢		一般圖書			V10		"本館藏書	"				92-04-11
00001806	001827	每日一辭	報廢		一般圖書			V1		"本館藏書	"				92-04-11
00001807	001828	每日一辭	報廢		一般圖書			V2		"本館藏書	"				92-04-11
00001808	001829	每日一辭	報廢		一般圖書			V3		"本館藏書	"				92-04-11
00001809	001830	每日一辭	報廢		一般圖書			V4		"本館藏書	"				92-04-11
00001810	001831	每日一辭	報廢		一般圖書			V5		"本館藏書	"				92-04-11
00001811	001833	每日一辭	報廢		一般圖書			V6		"本館藏書	"				92-04-11
00001812	001834	每日一辭	報廢		一般圖書			V7		"本館藏書	"				92-04-11
00001813	001835	每日一辭	報廢		一般圖書			V8		"本館藏書	"				92-04-11
00001814	001836	每日一辭	報廢		一般圖書			V9		"本館藏書	"				92-04-11
00001815	001837	每日一辭	報廢		一般圖書			V10		"本館藏書	"				92-04-11
00001816	001838	每日一辭	報廢		一般圖書			V11		"本館藏書	"				92-04-11
00001817	001839	台灣生活日記123	館內架上		一般圖書			V1		"本館藏書	"				92-04-11
00001818	001840	台灣生活日記456	館內架上		一般圖書			V2		"本館藏書	"				92-04-11
00001819	001841	台灣生活日記789	館內架上		一般圖書			V3		"本館藏書	"				92-04-11
00001820	001842	台灣生活日記101112	館內架上		一般圖書			V4		"本館藏書	"				92-04-11
00001821	001843	唐代傳奇	報廢		一般圖書			V9		"本館藏書	"				92-04-11
00001822	001844	三國演義	館內架上		一般圖書			V10		"本館藏書	"				92-04-11
00001823	001845	中國文字的故事	報廢		一般圖書			V5		"本館藏書	"				92-04-11
00001824	001846	論語的故事	報廢		一般圖書			V6		"本館藏書	"				92-04-11
00001825	001847	史記故事精選	報廢		一般圖書			V7		"本館藏書	"				92-04-11
00001826	001848	西遊記	報廢		一般圖書			V8		"本館藏書	"				92-04-11
00001827	001849	中國民間故事	報廢		一般圖書			V2		"本館藏書	"				92-04-11
00001828	001850	中國寓言與笑話	報廢		一般圖書			V3		"本館藏書	"				92-04-11
00001829	001851	中國神話與傳說	報廢		一般圖書			V4		"本館藏書	"				92-04-14
00001830	001852	諸子百家的智慧	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001831	001853	威利的畫	館內架上		一般圖書			v1		"本館藏書	"				92-04-14
00001832	001854	統統是我的	報廢		一般圖書					"本館藏書	"				92-04-14
00001833	001855	雨快下吧	館內架上		一般圖書					"本館藏書	"				92-04-14
00001834	001856	最特別的東西	報廢		一般圖書					"本館藏書	"				92-04-14
00001835	001857	蜘蛛小姐密絲斯白德開茶會	報廢		一般圖書					"本館藏書	"				92-04-14
00001836	001858	企鵝和猴子	館內架上		一般圖書			V1		"本館藏書	"				92-04-14
00001837	001859	我的鋼琴朋友	館內架上		一般圖書					"本館藏書	"				92-04-14
00001838	001860	你不能帶汽球進入大都會博物館	報廢		一般圖書					"本館藏書	"				92-04-14
00001839	001861	辨別錯別字	館內架上		一般圖書			V1		"本館藏書	"				92-04-14
00001840	001862	辨別破音字	館內架上		一般圖書			V2		"本館藏書	"				92-04-14
00001841	001863	我愛作文-上	館內架上		一般圖書			V3		"本館藏書	"				92-04-14
00001842	001864	我愛作文-下	館內架上		一般圖書			V4		"本館藏書	"				92-04-14
00001843	001865	童年童語	館內架上		一般圖書			V5		"本館藏書	"				92-04-14
00001844	001866	童年心聲	館內架上		一般圖書			V6		"本館藏書	"				92-04-14
00001845	001867	中國語文菁華-上	館內架上		一般圖書			V7		"本館藏書	"				92-04-14
00001846	001868	中國語文菁華-下	館內架上		一般圖書			V8		"本館藏書	"				92-04-14
00001847	001869	有趣的成語	報廢		一般圖書			V9		"本館藏書	"				92-04-14
00001848	001870	智慧的論語	報廢		一般圖書			V10		"本館藏書	"				92-04-14
00001849	001871	論語故事集1	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001850	001872	論語故事集2	報廢		一般圖書			V2		"本館藏書	"				92-04-14
00001851	001873	論語故事集3	報廢		一般圖書			V3		"本館藏書	"				92-04-14
00001852	001874	論語故事集4	報廢		一般圖書			V4		"本館藏書	"				92-04-14
00001853	001875	成語啟示錄1	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001854	001876	成語啟示錄2	報廢		一般圖書			V2		"本館藏書	"				92-04-14
00001855	001877	成語啟示錄3	報廢		一般圖書			V3		"本館藏書	"				92-04-14
00001856	001878	成語啟示錄4	報廢		一般圖書			V4		"本館藏書	"				92-04-14
00001857	001879	智慧故事精選	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001858	001880	神話故事精選	報廢		一般圖書			V2		"本館藏書	"				92-04-14
00001859	001881	偵探故事精選	報廢		一般圖書			V3		"本館藏書	"				92-04-14
00001860	001882	勤學故事精選	報廢		一般圖書			V4		"本館藏書	"				92-04-14
00001861	001883	幽默故事精選	館內架上		一般圖書			V5		"本館藏書	"				92-04-14
00001862	001884	名勝故事精選	報廢		一般圖書			V7		"本館藏書	"				92-04-14
00001863	001885	傳奇故事精選	報廢		一般圖書			V8		"本館藏書	"				92-04-14
00001864	001886	友情故事精選	報廢		一般圖書			V9		"本館藏書	"				92-04-14
00001865	001887	風俗故事精選	報廢		一般圖書			V10		"本館藏書	"				92-04-14
00001866	001888	哲理故事精選	報廢		一般圖書			V11		"本館藏書	"				92-04-14
00001867	001889	發明故事精選	報廢		一般圖書			V13		"本館藏書	"				92-04-14
00001868	001890	戰鬥故事精選	館內架上		一般圖書			V17		"本館藏書	"				92-04-14
00001869	001891	冒險故事精選	報廢		一般圖書			V15		"本館藏書	"				92-04-14
00001870	001892	民間故事精選	報廢		一般圖書			V16		"本館藏書	"				92-04-14
00001871	001893	科幻故事精選	報廢		一般圖書			V19		"本館藏書	"				92-04-14
00001872	001894	歷史故事精選	報廢		一般圖書			V20		"本館藏書	"				92-04-14
00001873	001895	寓言故事精選	報廢		一般圖書			V14		"本館藏書	"				92-04-14
00001874	001896	童話故事精選	報廢		一般圖書			V12		"本館藏書	"				92-04-14
00001875	001897	安徒生童話全集	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001876	001898	安徒生童話全集	報廢		一般圖書			V2		"本館藏書	"				92-04-14
00001877	001899	安徒生童話全集	報廢		一般圖書			V3		"本館藏書	"				92-04-14
00001878	001900	安徒生童話全集	報廢		一般圖書			V4		"本館藏書	"				92-04-14
00001879	001901	安徒生童話全集	報廢		一般圖書			V5		"本館藏書	"				92-04-14
00001880	001902	動物故事精選	報廢		一般圖書			V6		"本館藏書	"				92-04-14
00001881	001903	艾美莉亞的花園	報廢		一般圖書					"本館藏書	"				92-04-14
00001882	001904	魔法校車潛進龍宮	報廢		一般圖書					"本館藏書	"				92-04-14
00001883	001906	愛書人黃茉莉	館內架上		一般圖書					"本館藏書	"				92-04-14
00001884	001907	南瓜湯	報廢		一般圖書			V1		"本館藏書	"				92-04-14
00001885	001908	阿非,這個愛畫畫的小孩	報廢		一般圖書					"本館藏書	"				92-04-14
00001886	001909	盧森堡公園的一天	報廢		一般圖書			V1		"本館藏書	"				92-04-15
00001887	001910	燕心果	報廢		一般圖書					"本館藏書	"				92-04-15
00001888	001911	天燈.母親	報廢		一般圖書					"本館藏書	"				92-04-15
00001889	001912	尋找尼可西	館內架上		一般圖書			v12		"本館藏書	"				92-04-15
00001890	001913	爸爸怪獸怪獸爸爸	館內架上		一般圖書			V13		"本館藏書	"				92-04-15
00001891	001914	動物的一千個秘密	報廢		一般圖書			V1		"本館藏書	"				92-04-15
00001892	001915	動物的一千個秘密	報廢		一般圖書			V2		"本館藏書	"				92-04-15
00001893	001916	跟水做朋友	報廢		一般圖書			V1		"本館藏書	"				92-04-15
00001894	001917	媽媽讓我抱	報廢		一般圖書					"本館藏書	"				92-04-15
00001895	001918	祝你生日快樂	館內架上		一般圖書					"本館藏書	"				92-04-15
00001896	001919	神奇屋	館內架上		一般圖書					"本館藏書	"				92-04-15
00001897	001920	安那想養一隻狗	報廢		一般圖書					"本館藏書	"				92-04-15
00001898	001921	長髮姑娘	報廢		一般圖書					"本館藏書	"				92-04-15
00001899	001922	哪裡有條界線	報廢		一般圖書					"本館藏書	"				92-04-15
00001900	001923	薩琪到底有沒有小雞雞?	報廢		一般圖書					"本館藏書	"				92-04-15
00001901	001924	季節台北	報廢		一般圖書			C2		"本館藏書	"				92-04-15
00001902	001924	季節台北	報廢		一般圖書			C1		"本館藏書	"				92-04-15
00001903	001925	和天空對話 氣象(含學習手冊)	館內架上		一般圖書			V1		"本館藏書	"				92-04-15
00001904	001926	寫給兒童的中國歷史1	館內架上		一般圖書			V1		"本館藏書	"				92-04-15
00001905	001927	寫給兒童的中國歷史2	館內架上		一般圖書			V2		"本館藏書	"				92-04-15
00001906	001928	寫給兒童的中國歷史3	館內架上		一般圖書			V3		"本館藏書	"				92-04-15
00001907	001929	寫給兒童的中國歷史4	館內架上		一般圖書			V4		"本館藏書	"				92-04-15
00001908	001930	寫給兒童的中國歷史5	館內架上		一般圖書			V5		"本館藏書	"				92-04-15
00001909	001931	寫給兒童的中國歷史6	館內架上		一般圖書			V6		"本館藏書	"				92-04-15
00001910	001932	寫給兒童的中國歷史7	館內架上		一般圖書			V7		"本館藏書	"				92-04-15
00001911	001933	寫給兒童的中國歷史8	館內架上		一般圖書			V8		"本館藏書	"				92-04-15
00001912	001934	寫給兒童的中國歷史9	館內架上		一般圖書			V9		"本館藏書	"				92-04-15
00001913	001935	寫給兒童的中國歷史10	館內架上		一般圖書			V10		"本館藏書	"				92-04-15
00001914	001936	造詞造句與成語應用1	報廢		一般圖書			V1		"本館藏書	"				92-04-15
00001915	001937	造詞造句與成語應用2	報廢		一般圖書			V2		"本館藏書	"				92-04-15
00001916	001938	造詞造句與成語應用3	報廢		一般圖書			V3		"本館藏書	"				92-04-15
00001917	001939	造詞造句與成語應用4	報廢		一般圖書			V4		"本館藏書	"				92-04-15
00001918	001940	三峽	館內架上		一般圖書			V1		"本館藏書	"				92-04-16
00001919	001941	淡水	館內架上		一般圖書			V2		"本館藏書	"				92-04-16
00001920	001942	台北歷史散步	館內架上		一般圖書			V3C2		"本館藏書	"				92-04-16
00001921	001942	台北歷史散步	館內架上		一般圖書			V3C1		"本館藏書	"				92-04-16
00001922	001943	台北地質之旅	館內架上		一般圖書			V4C2		"本館藏書	"				92-04-16
00001923	001943	台北地質之旅	館內架上		一般圖書			V4C1		"本館藏書	"				92-04-16
00001924	001944	台北古城之旅	館內架上		一般圖書			V5C3		"本館藏書	"				92-04-16
00001925	001944	台北古城之旅	館內架上		一般圖書			V5C1		"本館藏書	"				92-04-16
00001926	001944	台北古城之旅	館內架上		一般圖書			V5C2		"本館藏書	"				92-04-16
00001927	001945	北部海濱之旅	館內架上		一般圖書			V6		"本館藏書	"				92-04-16
